Date,Passengers,Diff1,Diff2,log,log_diff,Lag_1,Lag_2,Lag_3,Lag_12,Lag_24,Lag_36
1951-10-01,162.0,-22.0,-7.0,5.087596335232384,-0.12733942237660223,184.0,199.0,199.0,133.0,119.0,0.0
1951-11-01,146.0,-16.0,6.0,4.983606621708336,-0.10398971352404729,162.0,184.0,199.0,114.0,104.0,0.0
1951-12-01,166.0,20.0,36.0,5.111987788356544,0.1283811666482073,146.0,162.0,184.0,140.0,104.0,0.0
1952-01-01,171.0,5.0,-15.0,5.14166355650266,0.02967576814611661,166.0,146.0,162.0,145.0,104.0,112.0
1952-02-01,180.0,9.0,4.0,5.19295685089021,0.05129329438755015,171.0,166.0,146.0,150.0,126.0,118.0
1952-03-01,193.0,13.0,4.0,5.262690188904886,0.06973333801467518,180.0,171.0,166.0,178.0,141.0,132.0
1952-04-01,181.0,-12.0,-25.0,5.198497031265826,-0.06419315763905953,193.0,180.0,171.0,178.0,135.0,129.0
1952-05-01,183.0,2.0,14.0,5.209486152841421,0.010989121575595284,181.0,193.0,180.0,172.0,125.0,121.0
1952-06-01,218.0,35.0,33.0,5.384495062789089,0.1750089099476675,183.0,181.0,193.0,178.0,149.0,135.0
1952-07-01,230.0,12.0,-23.0,5.438079308923196,0.05358424613410673,218.0,183.0,181.0,199.0,149.0,148.0
1952-08-01,242.0,12.0,0.0,5.488937726156687,0.05085841723349116,230.0,218.0,183.0,199.0,149.0,148.0
1952-09-01,209.0,-33.0,-45.0,5.342334251964811,-0.1466034741918758,242.0,230.0,218.0,184.0,158.0,136.0
1952-10-01,191.0,-18.0,15.0,5.25227342804663,-0.09006082391818104,209.0,242.0,230.0,162.0,133.0,119.0
1952-11-01,172.0,-19.0,-1.0,5.147494476813453,-0.10477895123317715,191.0,209.0,242.0,146.0,114.0,104.0
1952-12-01,194.0,22.0,41.0,5.267858159063328,0.12036368224987548,172.0,191.0,209.0,166.0,140.0,104.0
1953-01-01,196.0,2.0,-20.0,5.278114659230517,0.010256500167188598,194.0,172.0,191.0,171.0,145.0,104.0
1953-02-01,196.0,0.0,-2.0,5.278114659230517,0.0,196.0,194.0,172.0,180.0,150.0,126.0
1953-03-01,236.0,40.0,40.0,5.4638318050256105,0.18571714579509369,196.0,196.0,194.0,193.0,178.0,141.0
1953-04-01,236.0,0.0,-40.0,5.4638318050256105,0.0,236.0,196.0,196.0,181.0,178.0,135.0
1953-05-01,229.0,-7.0,-7.0,5.43372200355424,-0.030109801471370545,236.0,236.0,196.0,183.0,172.0,125.0
1953-06-01,243.0,14.0,21.0,5.493061443340548,0.05933943978630829,229.0,236.0,236.0,218.0,178.0,149.0
1953-07-01,264.0,21.0,7.0,5.575949103146316,0.08288765980576773,243.0,229.0,236.0,230.0,199.0,149.0
1953-08-01,272.0,8.0,-13.0,5.605802066295998,0.029852963149681777,264.0,243.0,229.0,242.0,199.0,149.0
1953-09-01,272.0,0.0,-8.0,5.605802066295998,0.0,272.0,264.0,243.0,209.0,184.0,158.0
1953-10-01,211.0,-61.0,-61.0,5.351858133476067,-0.2539439328199311,272.0,272.0,264.0,191.0,162.0,133.0
1953-11-01,180.0,-31.0,30.0,5.19295685089021,-0.15890128258585623,211.0,272.0,272.0,172.0,146.0,114.0
1953-12-01,201.0,21.0,52.0,5.303304908059076,0.11034805716886531,180.0,211.0,272.0,194.0,166.0,140.0
1954-01-01,204.0,3.0,-18.0,5.318119993844216,0.014815085785140347,201.0,180.0,211.0,196.0,171.0,145.0
1954-02-01,188.0,-16.0,-19.0,5.236441962829949,-0.08167803101426685,204.0,201.0,180.0,196.0,180.0,150.0
1954-03-01,235.0,47.0,63.0,5.459585514144159,0.2231435513142097,188.0,204.0,201.0,236.0,193.0,178.0
1954-04-01,227.0,-8.0,-55.0,5.424950017481403,-0.034635496662756005,235.0,188.0,204.0,236.0,181.0,178.0
1954-05-01,227.0,0.0,8.0,5.424950017481403,0.0,227.0,235.0,188.0,229.0,183.0,172.0
1954-06-01,227.0,0.0,0.0,5.424950017481403,0.0,227.0,227.0,235.0,243.0,218.0,178.0
1954-07-01,227.0,0.0,0.0,5.424950017481403,0.0,227.0,227.0,227.0,264.0,230.0,199.0
1954-08-01,293.0,66.0,66.0,5.680172609017068,0.25522259153566473,227.0,227.0,227.0,272.0,242.0,199.0
1954-09-01,259.0,-34.0,-100.0,5.556828061699537,-0.1233445473175303,293.0,227.0,227.0,272.0,209.0,184.0
1954-10-01,259.0,0.0,34.0,5.556828061699537,0.0,259.0,293.0,227.0,211.0,191.0,162.0
1954-11-01,203.0,-56.0,-56.0,5.313205979041787,-0.2436220826577502,259.0,259.0,293.0,180.0,172.0,146.0
1954-12-01,229.0,26.0,82.0,5.43372200355424,0.1205160245124528,203.0,259.0,259.0,201.0,194.0,166.0
1955-01-01,242.0,13.0,-13.0,5.488937726156687,0.05521572260244678,229.0,203.0,259.0,204.0,196.0,171.0
1955-02-01,242.0,0.0,-13.0,5.488937726156687,0.0,242.0,229.0,203.0,188.0,196.0,180.0
1955-03-01,267.0,25.0,25.0,5.58724865840025,0.09831093224356291,242.0,242.0,229.0,235.0,236.0,193.0
1955-04-01,269.0,2.0,-23.0,5.594711379601839,0.007462721201589417,267.0,242.0,242.0,227.0,236.0,181.0
1955-05-01,270.0,1.0,-1.0,5.598421958998375,0.0037105793965359624,269.0,267.0,242.0,227.0,229.0,183.0
1955-06-01,315.0,45.0,44.0,5.752572638825633,0.15415067982725805,270.0,269.0,267.0,227.0,243.0,218.0
1955-07-01,315.0,0.0,-45.0,5.752572638825633,0.0,315.0,270.0,269.0,227.0,264.0,230.0
1955-08-01,347.0,32.0,32.0,5.849324779946859,0.09675214112122621,315.0,315.0,270.0,293.0,272.0,242.0
1955-09-01,312.0,-35.0,-67.0,5.7430031878094825,-0.1063215921373768,347.0,315.0,315.0,259.0,272.0,209.0
1955-10-01,274.0,-38.0,-3.0,5.6131281063880705,-0.12987508142141202,312.0,347.0,315.0,259.0,211.0,191.0
1955-11-01,274.0,0.0,38.0,5.6131281063880705,0.0,274.0,312.0,347.0,203.0,180.0,172.0
1955-12-01,278.0,4.0,4.0,5.627621113690637,0.014493007302566419,274.0,274.0,312.0,229.0,201.0,194.0
1956-01-01,284.0,6.0,2.0,5.648974238161206,0.021353124470569362,278.0,274.0,274.0,242.0,204.0,196.0
1956-02-01,277.0,-7.0,-13.0,5.6240175061873385,-0.02495673197386772,284.0,278.0,274.0,242.0,188.0,196.0
1956-03-01,317.0,40.0,47.0,5.75890177387728,0.13488426768994177,277.0,284.0,278.0,267.0,235.0,236.0
1956-04-01,313.0,-4.0,-44.0,5.746203190540153,-0.012698583337127367,317.0,277.0,284.0,269.0,227.0,236.0
1956-05-01,318.0,5.0,9.0,5.762051382780177,0.015848192240023984,313.0,317.0,277.0,270.0,227.0,229.0
1956-06-01,374.0,56.0,51.0,5.924255797414532,0.1622044146343553,318.0,313.0,317.0,315.0,227.0,243.0
1956-07-01,413.0,39.0,-17.0,6.023447592961033,0.09919179554650093,374.0,318.0,313.0,315.0,227.0,264.0
1956-08-01,405.0,-8.0,-47.0,6.003887067106539,-0.019560525854494415,413.0,374.0,318.0,347.0,293.0,272.0
1956-09-01,355.0,-50.0,-42.0,5.872117789475416,-0.13176927763112278,405.0,413.0,374.0,312.0,259.0,272.0
1956-10-01,306.0,-49.0,1.0,5.723585101952381,-0.14853268752303528,355.0,405.0,413.0,274.0,259.0,211.0
1956-11-01,306.0,0.0,49.0,5.723585101952381,0.0,306.0,355.0,405.0,274.0,203.0,180.0
1956-12-01,306.0,0.0,0.0,5.723585101952381,0.0,306.0,306.0,355.0,278.0,229.0,201.0
1957-01-01,315.0,9.0,9.0,5.752572638825633,0.028987536873252395,306.0,306.0,306.0,284.0,242.0,204.0
1957-02-01,315.0,0.0,-9.0,5.752572638825633,0.0,315.0,306.0,306.0,277.0,242.0,188.0
1957-03-01,356.0,41.0,41.0,5.87493073085203,0.12235809202639736,315.0,315.0,306.0,317.0,267.0,235.0
1957-04-01,348.0,-8.0,-49.0,5.8522024797744745,-0.02272825107755594,356.0,315.0,315.0,313.0,269.0,227.0
1957-05-01,348.0,0.0,8.0,5.8522024797744745,0.0,348.0,356.0,315.0,318.0,270.0,227.0
1957-06-01,422.0,74.0,74.0,6.045005314036012,0.19280283426153755,348.0,348.0,356.0,374.0,315.0,227.0
1957-07-01,465.0,43.0,-31.0,6.142037405587356,0.09703209155134385,422.0,348.0,348.0,413.0,315.0,227.0
1957-08-01,467.0,2.0,-41.0,6.1463292576688975,0.004291852081541592,465.0,422.0,348.0,405.0,347.0,293.0
1957-09-01,404.0,-63.0,-65.0,6.0014148779611505,-0.144914379707747,467.0,465.0,422.0,355.0,312.0,259.0
1957-10-01,347.0,-57.0,6.0,5.849324779946859,-0.1520900980142912,404.0,467.0,465.0,306.0,274.0,259.0
1957-11-01,305.0,-42.0,15.0,5.720311776607412,-0.12901300333944743,347.0,404.0,467.0,306.0,274.0,203.0
1957-12-01,336.0,31.0,73.0,5.817111159963204,0.0967993833557923,305.0,347.0,404.0,306.0,278.0,229.0
1958-01-01,340.0,4.0,-27.0,5.8289456176102075,0.011834457647003305,336.0,305.0,347.0,315.0,284.0,242.0
1958-02-01,318.0,-22.0,-26.0,5.762051382780177,-0.06689423483003054,340.0,336.0,305.0,315.0,277.0,242.0
1958-03-01,362.0,44.0,66.0,5.8916442118257715,0.12959282904559455,318.0,340.0,336.0,356.0,317.0,267.0
1958-04-01,348.0,-14.0,-58.0,5.8522024797744745,-0.039441732051296974,362.0,318.0,340.0,348.0,313.0,269.0
1958-05-01,363.0,15.0,29.0,5.8944028342648505,0.04220035449037596,348.0,362.0,318.0,348.0,318.0,270.0
1958-06-01,435.0,72.0,57.0,6.075346031088684,0.18094319682383375,363.0,348.0,362.0,422.0,374.0,315.0
1958-07-01,491.0,56.0,-16.0,6.19644412779452,0.12109809670583616,435.0,363.0,348.0,465.0,413.0,315.0
1958-08-01,505.0,14.0,-42.0,6.22455842927536,0.02811430148083982,491.0,435.0,363.0,467.0,405.0,347.0
1958-09-01,404.0,-101.0,-115.0,6.0014148779611505,-0.2231435513142097,505.0,491.0,435.0,404.0,355.0,312.0
1958-10-01,404.0,0.0,101.0,6.0014148779611505,0.0,404.0,505.0,491.0,347.0,306.0,274.0
1958-11-01,310.0,-94.0,-94.0,5.736572297479192,-0.2648425804819583,404.0,404.0,505.0,305.0,306.0,274.0
1958-12-01,337.0,27.0,121.0,5.820082930352362,0.0835106328731694,310.0,404.0,404.0,336.0,306.0,278.0
1959-01-01,360.0,23.0,-4.0,5.886104031450156,0.06602110109779424,337.0,310.0,404.0,340.0,315.0,284.0
1959-02-01,342.0,-18.0,-41.0,5.834810737062605,-0.051293294387551036,360.0,337.0,310.0,318.0,315.0,277.0
1959-03-01,406.0,64.0,82.0,6.0063531596017325,0.17154242253912777,342.0,360.0,337.0,362.0,356.0,317.0
1959-04-01,396.0,-10.0,-74.0,5.981414211254481,-0.024938948347251966,406.0,342.0,360.0,348.0,348.0,313.0
1959-05-01,420.0,24.0,34.0,6.040254711277414,0.058840500022933284,396.0,406.0,342.0,363.0,348.0,318.0
1959-06-01,420.0,0.0,-24.0,6.040254711277414,0.0,420.0,396.0,406.0,435.0,422.0,374.0
1959-07-01,548.0,128.0,128.0,6.306275286948016,0.266020575670602,420.0,420.0,396.0,491.0,465.0,413.0
1959-08-01,559.0,11.0,-117.0,6.326149473155099,0.019874186207083255,548.0,420.0,420.0,505.0,467.0,405.0
1959-09-01,463.0,-96.0,-107.0,6.137727054086234,-0.18842241906886503,559.0,548.0,420.0,404.0,404.0,355.0
1959-10-01,407.0,-56.0,40.0,6.008813185442595,-0.12891386864363952,463.0,559.0,548.0,404.0,347.0,306.0
1959-11-01,362.0,-45.0,11.0,5.8916442118257715,-0.1171689736168231,407.0,463.0,559.0,310.0,305.0,306.0
1959-12-01,405.0,43.0,88.0,6.003887067106539,0.11224285528076727,362.0,407.0,463.0,337.0,336.0,306.0
1960-01-01,405.0,0.0,-43.0,6.003887067106539,0.0,405.0,362.0,407.0,360.0,340.0,315.0
1960-02-01,405.0,0.0,0.0,6.003887067106539,0.0,405.0,405.0,362.0,342.0,318.0,315.0
1960-03-01,419.0,14.0,14.0,6.037870919922137,0.03398385281559868,405.0,405.0,405.0,406.0,362.0,356.0
1960-04-01,461.0,42.0,28.0,6.133398042996649,0.09552712307451117,419.0,405.0,405.0,396.0,348.0,348.0
1960-05-01,472.0,11.0,-31.0,6.156978985585555,0.023580942588906417,461.0,419.0,405.0,420.0,363.0,348.0
1960-06-01,535.0,63.0,52.0,6.282266746896006,0.12528776131045127,472.0,461.0,419.0,420.0,435.0,422.0
1960-07-01,622.0,87.0,24.0,6.432940092739179,0.15067334584317305,535.0,472.0,461.0,548.0,491.0,465.0
1960-08-01,606.0,-16.0,-103.0,6.406879986069314,-0.026060106669865135,622.0,535.0,472.0,559.0,505.0,467.0
1960-09-01,508.0,-98.0,-82.0,6.230481447578482,-0.1763985384908322,606.0,622.0,535.0,463.0,404.0,404.0
1960-10-01,461.0,-47.0,51.0,6.133398042996649,-0.0970834045818334,508.0,606.0,622.0,407.0,404.0,347.0
1960-11-01,390.0,-71.0,-24.0,5.966146739123692,-0.1672513038729564,461.0,508.0,606.0,362.0,310.0,305.0
1960-12-01,432.0,42.0,113.0,6.068425588244111,0.10227884912041851,390.0,461.0,508.0,405.0,337.0,336.0
